animal,pagina,tipo_texto,texto
Avetoro lentiginoso,391,mating,"Los avetoros americanos son criadores poligínicos. Macho y hembra no interactúan realmente entre sí salvo para la cópula, aunque una hembra puede situar su nido cerca de un macho ""retumbante"" con el fin de distraer a los Depredadores de sus crías. La formación de la pareja tiene lugar a principios de mayo, cuando las hembras llegan a la zona de nidificación. La hembra elige el lugar de su nido, normalmente entre la densa vegetación emergente sobre el agua a una profundidad de 4-5 cm. La hembra construye el nido con juncos, espadaña, juncias u Otro tipo de vegetación emergente. La hembra pone de 2 a 7 huevos en una nidada, y la incubación comienza antes de que se hayan puesto todos los huevos y dura de 24 a 28 días. Sólo la hembra realiza las tareas de cría y alimentación. Las crías abandonan el nido en una o dos semanas, pero reciben alimentación suplementaria hasta cuatro semanas más después de la eclosión."
Tucán pico iris,392,habbit,"Los Tucanes pico iris son aves muy sociales, que rara vez se ven solas. Vuelan en pequeñas bandadas de aproximadamente 6 a 12 individuos a través de las selvas. Su vuelo es lento y ondulante, consistente en rápidos batidos de alas y luego un planeo con el pico del ave extendiéndose hacia delante y sumergiéndose hacia abajo como si tirara del resto del ave. Sus patas se elevan hacia delante durante el vuelo. Las distancias de vuelo son típicamente cortas. Viven juntos en grupos, a menudo compartiendo estrechos habitáculos de agujeros en los árboles y existe una estructura familiar dentro del grupo. Los Tucanes pico iris son diurnos y pasan la mayor parte del tiempo en las copas de los árboles y por la noche se posan en agujeros de los árboles, a menudo con varios tucanes más. Son aves muy juguetonas que a menudo se ""baten en duelo"" entre sí utilizando el pico y se lanzan fruta a la boca. También ""juegan a la pelota"", uno lanza fruta al aire y un segundo la coge."
Tucán pico iris,392,appearance,"Es un ave de plumaje negro contrastado con el amarillo intenso del cuello y parte del pecho; posee un gran pico de 16 cm de largo. Su nombre se debe a que tiene un flamante pico con los colores del arco iris. Son de cuerpo negro; en el macho el pico se presenta de mayor tamaño y su cuello y pecho son de color amarillo brillante. Se alimentan de frutas, invertebrados y reptiles pequeños. Miden entre 18 y 63 cm de largo, su cuerpo y su cuello son cortos, su cola dependiendo de la especie, mide casi la mitad hasta casi la totalidad de su cuerpo."
Tucán pico iris,392,mating,"La hembra de tucán pico iris usualmente oviposita de dos a cuatro (raramente uno) huevos blancos. El macho y la hembra comparten el cuidado de los huevos, tomando turnos para empollarlos. Los huevos eclosionan en aproximadamente 15-20 días. Posteriormente, tanto la hembra como el macho toman turnos para alimentar a los polluelos. Al nacer, las crías no tienen plumas y mantienen los ojos cerrados por alrededor de tres semanas. Permanecen en el nido entre ocho a nueve semanas mientras sus picos se desarrollan totalmente y se preparan para volar."
Mochuelo de los saguaros,393,habbit,Durante el día se oculta en los huecos de los cactus para protegerse del calor del sol. Por las noches caza insectos con sus afiladas garras.
Mochuelo de los saguaros,393,appearance,"Es uno de los búhos más pequeños del mundo, seguido de cerca por el mochuelo tamaulipeco y el mochuelo peludo. Mide alrededor de 13 a 15 centímetros de altura y tienen una envergadura de unos 15 centímetros."
Mochuelo de los saguaros,393,mating,"Para criar a sus pequeños, usualmente elige cavidades abandonadas de pájaros carpinteros orientadas al norte en los grandes cactus saguaros. La hembra generalmente pone tres huevos blancos redondos. Los huevos se incuban durante 3 semanas antes de la eclosión de los polluelos. Por lo general, los polluelos nacen a mediados de junio o a principios de julio. A finales de julio, están casi siempre apropiadamente listos para salir del nido por su cuenta."
Pita arcoíris,394,habbit,"Las Pitas arcoíris son aves diurnas sigilosas. Forrajean en solitario saltando sobre el suelo del bosque y deteniéndose después para escudriñar; las hojas y el suelo son arañados por las patas y las hojas pueden ser arrancadas con el pico. Cuando se alimenta de caracoles, los saca de las conchas utilizando las raíces como yunque. Las presas más grandes, como los ciempiés grandes, son sacudidas y arrojadas, después el ave se retira durante unos segundos antes de repetir el proceso. Las Pitas arcoíris tienen varias llamadas y exhibiciones que utilizan para comunicarse con Otros de su especie. Los machos llaman bastante más que las hembras, y ambos lo hacen más durante la época de cría. Las llamadas comienzan una hora antes del amanecer y son más frecuentes alrededor de la madrugada, y después en cualquier momento antes de las 10 de la mañana y después de las 4 de la tarde. Una exhibición común de las Pitas arcoíris es la de inclinación; en ella las patas se mantienen rectas y el cuerpo en vertical, con el pecho casi tocando el suelo. Esta exhibición sólo se ha observado que la realicen los machos. Durante esta exhibición, la Pitta emite un ronroneo que no se oye en ningún otro momento. Esta exhibición es Territorial y la realizan los vecinos a lo largo de los límites territoriales, un ave exhibiéndose tras otra. La exhibición y la llamada ronroneante están adaptadas para ser perceptibles en la penumbra del suelo del bosque, pero no tan llamativas como para atraer a los Depredadores. La llamada más común ""teow-whit, teow-whit"" o ""choowip-choowip"" es probablemente también territorial."
Pita arcoíris,394,appearance,"La cabeza, el cuello, el pecho, los flancos y la parte superior del vientre de la Pita arcoíris son de color negro aterciopelado. Sus partes superiores son de color verde oliva, y la parte inferior del vientre y las coberteras infracaudales son de color rojo escarlata. Las alas son verdes con un brillo dorado y tienen una mancha azul brillante en las coberteras alares menores, y las plumas de vuelo y bajo las alas son negras. La cola es verde oliva con la base negra y las coberteras supracaudales tienen a veces una banda azul plateada que las atraviesa. El pájaro tiene el pico negro, las patas rosadas, los ojos marrones y una raya castaña a cada lado de la coronilla. Muchos individuos muestran las características rayas oscuras de la Familia pitta, que pueden ser en forma de flecha o rayas, a través del centro de las plumas de la parte superior del cuerpo; el examen de pieles de estudio ha revelado que alrededor del 60% de las Pitas arcoíris las tienen. Esto varía un poco regionalmente, ya que se encontró que las aves de Darwin no tenían ninguna. Únicamente en la Familia Pitta las rayas no son oscuras o negruzcas, sino que en esta especie son de color bronce. El plumaje es esencialmente el mismo para ambos sexos; las hembras pueden tener un poco más de amarillo buff en los flancos y un tono ligeramente diferente de rojo en la parte inferior del vientre, pero estas diferencias no hacen que los sexos se distingan por el plumaje."
Pita arcoíris,394,mating,"Las Pitas arcoíris son monógamas y forman parejas que pueden permanecer juntas el año siguiente tras la cría, pero es más probable que encuentren nuevas parejas. Las aves crían de diciembre a abril. Los territorios de cría varían en tamaño de 1,6 a 3,1 ha (4-7,7 acres); los territorios son mayores en los bosques más secos. Los lugares de nidificación se colocan aleatoriamente a través del territorio de la pareja, aunque los segundos nidos en un año se colocan a cierta distancia de los nidos utilizados anteriormente esa temporada. Los nidos no se utilizan más de una vez; si la pareja pone una nueva nidada en una temporada, se construye un nuevo nido. Las Pitas arcoíris rara vez colocan sus nidos cerca del suelo. Suelen colocar sus nidos hasta 20 m (66 pies) en un árbol. Un nido tarda aproximadamente una semana en construirse y lo hacen ambos progenitores. Comienza como una plataforma de ramitas, sobre la que se construye una cúpula. El nido cerrado se forra después con corteza y hojas antes de un revestimiento final de fibras más finas, frondas de helechos y raicillas. Las entradas pueden estar decoradas con pelo o plumas de dingo o incluso a veces con paletas de estiércol de ualabí. La hembra suele poner 4 huevos, pero algunas tienen 3 o 5. Los huevos son redondeados y blancos con manchas y borrones de color sepia y marcas grises subyacentes. Ambos padres incuban los huevos durante 14 días. Los polluelos nacen desnudos, con la piel negra y las garras amarillas. Sus ojos se abren a los 4 días y el plumón, cuando aparece, es gris. Ambos padres alimentan a los pollos. Los pollos emplumecen a los 14 días. Siguen siendo alimentados entre 15 y 20 días después de abandonar el nido, tras lo cual son independientes de sus padres, e incluso pueden ser expulsados del territorio por éstos. Tras haber volado una nidada, algunas Pitas arcoíris pueden construir un nuevo nido y poner una segunda nidada. Las parejas pueden incluso construir el siguiente nido mientras siguen alimentando a la nidada anterior."
Reyezuelo rubí,395,habbit,"Los Reyezuelos rubí son aves diurnas. Suelen desplazarse por las ramas o a través del follaje con saltos cortos y vuelan con ráfagas de aleteos rápidos. Están constantemente activos y se les reconoce fácilmente por su característico batir de alas. Su vuelo ha sido descrito como ""rápido, espasmódico y errático"". Los Reyezuelos rubí buscan alimento en pequeñas bandadas en árboles o arbustos. Pueden cernerse sobre una rama mientras se alimentan y a veces salen volando para atrapar insectos al vuelo. La cresta roja se eleva cuando están agitados o en exhibición. Los cantos de estos diminutos pájaros son notablemente fuertes y complejos para su tamaño. Su canto puede dividirse en tres partes principales: una serie de notas agudas (zee-zee-zee o tee-tee-tee), de dos a cinco trinos graves (turr o tu) y una frase repetida de tres notas ""al galope"" (tee-da-leet, tee-da-leet). Otro tipo de vocalizaciones son las llamadas de alarma, las llamadas de simple contacto y las llamadas de mendicidad producidas por los pollos."
