animal,pagina,tipo_texto,texto
Indotyphlops braminus,10,habbit,"Las Indotyphlops braminus son sociales y a veces varios individuos pueden esconderse juntos bajo rocas o troncos. Se las puede ver activas tanto de día como de noche, pero son principalmente Nocturnas. Estas serpientes pasan la mayor parte del tiempo bajo tierra y si se ven expuestas en la superficie buscarán rápidamente la cobertura del suelo o la hojarasca para evitar la luz. Las serpientes ciegas son inofensivas y no pueden morder. Cuando se sienten amenazadas producen un almizcle maloliente, se retuercen vigorosamente o pinchan con la espina de la cola para provocar una desagradable sensación de pinchazo."
Indotyphlops braminus,10,appearance,"Las Indotyphlops braminus son la especie de serpiente más pequeña conocida en el mundo. Su cabeza y su cola son superficialmente similares, ya que la cabeza y el cuello son indistintos. A diferencia de otras serpientes, las escamas de la cabeza se parecen a las del cuerpo. Los ojos son apenas perceptibles como pequeños puntos bajo las escamas de la cabeza. La punta de la cola tiene un pequeño espolón puntiagudo. A lo largo del cuerpo hay catorce filas de escamas dorsales. La coloración varía entre gris carbón, gris plateado, amarillo-beige claro, violáceo o, con poca frecuencia, albino; la superficie ventral es más pálida. La coloración de la forma juvenil es similar a la del adulto. Los diminutos ojos están cubiertos de escamas translúcidas, por lo que estas serpientes son casi totalmente ciegas. Sus ojos no pueden formar imágenes pero pueden reaccionar a la intensidad de la luz."
Indotyphlops braminus,10,mating,Las Indotyphlops braminus son partenogenéticas. Son todas hembras y son capaces de reproducirse sin machos. Las hembras ponen huevos o pueden tener crías vivas. Producen hasta 8 crías en cada temporada de cría. Las crías nacen Precozmente (completamente desarrolladas) y no necesitan cuidados parentales.
Crótalo adamantino,11,habbit,"Las Crótalos adamantinos del este son solitarias y con frecuencia se refugian haciendo túneles en madrigueras de topos y tortugas, emergiendo a primera hora de la mañana o de la tarde para asolearse. Estas serpientes de cascabel son Terrestres y no son expertas en trepar. Sin embargo, en ocasiones pueden verse en arbustos y árboles, aparentemente en busca de presas. Incluso se han visto ejemplares de gran tamaño a una altura de hasta 10 m sobre el suelo. Los diamondbacks orientales también son excelentes nadadores y a menudo se les ha visto cruzando extensiones de agua, a veces a kilómetros de tierra. Durante los fríos meses de invierno en algunas zonas de su área de distribución, las espalda de diamante orientales hibernan normalmente en madrigueras de mamíferos, troncos huecos o entre las raíces de los árboles. Cuando se sienten amenazadas, estas serpientes levantan la mitad anterior del cuerpo del suelo en un ovillo en forma de S y pueden golpear hasta dos tercios de la longitud de su cuerpo. Muchas se mantendrán firmes y pueden golpear repetidamente, pero si se les da la oportunidad, suelen retirarse mirando al intruso y retrocediendo hacia un refugio, tras lo cual desaparecen."
Crótalo adamantino,11,appearance,"Entre las serpientes de cascabel es la especie más larga. El ejemplar más largo conocido fue registrado en 1946 y es de 240 cm de longitud con un peso de 15,4 kilogramos Sin embargo, las longitudes máximas reportadas — siendo de 240 cm y 250 cm — han sido puestos en duda debido a la falta de corroboración. Los especímenes de más de 210 cm son raros, pero suficientemente documentados. Klauber (1998) incluye una carta que recibió de E. Ross Allen en 1953, en la que Allen explica cómo durante años ofreció una recompensa de US$ 100, y luego US$ 200, por un ejemplar de 240 cm, vivo o muerto. La recompensa nunca fue reivindicada. Recibió una serie de muestras 210 cm, y algunas pieles de 240 cm, pero dijo que estas pieles pueden tomarse de una serpiente de 180 cm.  En septiembre de 2009, una serpiente de 220 cm fue capturada fuera de un barrio en St. Augustine, Florida.  El tamaño promedio de esta especie es mucho menor y las longitudes más comunes mencionadas oscilan entre 110 y 170 cm,  o bien entre 80 y 180 cm Otro estudio menciona un promedio de 170 cm sobre la base de mediciones de 31 machos y 43 hembras.  El patrón de escamas incluye 25-31 (generalmente 29) filas de escamas dorsales en el cuerpo medio, 165-176/170-187 escamas ventrales en los machos/hembras y 27-33/20-26 escamas subcaudales en los machos/hembras. En la cabeza, la escama rostral es más alta que es ancha y se conecta con dos escamas internasales. Hay 10-21 escamas en la región prefrontal-internasal y 05-11 (generalmente 7-8) escamas intersupraocular. Por lo general, hay dos escamas loreales entre los preoculares y el postnasal. Hay 12-17 (usualmente 14-15) escamas supralabiales, el primero de las cuales está en contacto amplio con la prenasal, y 15-21 (usualmente 17-18) escamas sublabiales.  El patrón de color consiste de un color de fondo marrón, pardo-amarillento, gris o verde oliva, cubierta con una serie de 24-35 manchas dorsales en forma de diamante, de color marrón oscuro a negro con centros ligeramente más claros. Cada una de estas manchas se detalla con un perímetro formado por una hilera de escamas de color crema o amarillento. En la parte trasera, las formas de los diamantes son más parecidas a bandas cruzadas y son seguidas de 5-10 bandas alrededor de la cola. El vientre es de color amarillento o crema, con manchas oscuras a lo largo de los lados. La cabeza tiene una raya postocular oscura que se extiende desde detrás del ojo hacia atrás y abajo hacia el labio. La parte trasera de la raya llega hasta el ángulo de la boca.  La Crótalo adamantino tiene fama de ser la serpiente venenosa más peligrosa de Norteamérica. Aunque no suele ser agresiva, es grande y poderosa. La dosis letal humana estimada es de 100-150 mg. El veneno contiene una enzima similar a la trombina, la ""crotalasa"", capaz de coagular el fibrinógeno, lo que provoca la activación secundaria del plasminógeno de las células endoteliales. Aunque el veneno no activa las plaquetas, la producción de filamentos de fibrina puede provocar una reducción del recuento de plaquetas, así como la hemólisis de los glóbulos rojos (véase el artículo sobre el MAHA). Sin embargo, incluso con esta desfibrilación, las hemorragias clínicamente significativas son infrecuentes. No obstante, el veneno sí presenta una elevada actividad hemorrágica. También contiene un péptido básico de bajo peso molecular que impide la transmisión neuromuscular y, en teoría, puede provocar un fallo cardíaco. Este péptido es similar a la crotamina del C. durrisus terrificus. En general, el veneno puede describirse como altamente necrotizante, ligeramente proteolítico y que contiene una gran fracción de fosfodiesterasa. Puede provocar dolor intenso, así como hipotensión profunda y transitoria. El CroFab, el ANAVIP y el ACP de Wyeth son antivenenos eficaces contra las mordeduras de esta especie, aunque pueden ser necesarias dosis masivas para tratar los casos graves de envenenamiento. En general, el ACP es muy eficaz para contrarrestar el síndrome de desfibrilación que se observa a menudo, pero puede hacer poco para los recuentos bajos de plaquetas. El ACP de Wyeth ya no se fabrica."
Crótalo adamantino,11,mating,"El Crótalo adamantino es poliginándrico (promiscuo), lo que significa que tanto machos como hembras se aparean con múltiples parejas. Se reproducen a finales del verano y en otoño. Las hembras paren entre 7 y 21 crías, normalmente entre julio y principios de octubre. El periodo de gestación dura unos 6-7 meses. Los neonatos miden entre 30 y 36 cm (12 y 14 pulg.) y tienen un aspecto similar al de los adultos, salvo que sólo tienen un pequeño botón en lugar de un cascabel en la punta de la cola. La hembra suele permanecer con sus crías y las protege hasta su primer ciclo de muda, que se produce entre 10 y 20 días después del nacimiento. Después de eso las crías se dispersarán por su cuenta para cazar y encontrar refugio. Las hembras jóvenes alcanzan la madurez reproductiva a los 2 y 4 años, mientras que los machos la alcanzan a los 2,5 y 3,5 años."
Serpiente negra sureña,12,habbit,"Las serpientes negras del sur son criaturas solitarias. Son activas durante el día, pasando su tiempo cazando o tomando el sol. Estas son serpientes muy rápidas que también pueden trepar y nadar bien. Las serpientes negras no son peligrosas y cuando son avistadas, suelen huir, confiando en su velocidad. Los miembros de esta especie generalmente no toleran ser manipulados y suelen golpear y agitar salvajemente cada vez que son manipulados. Su defensa común contra los depredadores es defecar un oloroso y desagradable almizcle."
Serpiente negra sureña,12,appearance,"Los adultos de esta especie suelen ser delgados con un lado dorsal negro azabache, un vientre gris y una barbilla blanca. Los juveniles son de color gris con manchas distintivas de color marrón rojizo que se desvanecen en una cola de color sólido."
Serpiente negra sureña,12,mating,Serpientes negras del sur entre marzo y agosto. Las hembras ponen hasta 20 huevos. Los jóvenes miden alrededor de 15 cm al nacer y son completamente independientes.
Notechis,13,habbit,"Las Notechis llevan una vida solitaria y sólo se relacionan para aparearse. Son activas durante el día pero también pueden serlo en las noches más cálidas. Durante los días fríos se refugian en madrigueras abandonadas de otros animales, bajo grandes rocas y en los árboles. También pueden meterse hasta 1 m bajo tierra. A menudo cazan en el agua y pueden permanecer sumergidas hasta 9 minutos. Las Notechis son criaturas que viven en el suelo, pero también pueden trepar por árboles y arbustos. Son Muy venenosas y Peligrosas para humanos. Suelen evitar a las personas, pero si se las molesta o se sienten en peligro, pueden atacar. Cuando se sienten amenazadas, las serpientes Tigre aplanan el cuerpo y levantan la cabeza por encima del suelo en la clásica postura de presalida."
